Transaction_ID,Transaction_Date,Amount,Account_type,Category,Business_unit,Region,Customer_ID,Vendor_ID,Valid_Status,Transaction_Type,Description
TRX100352,2022-05-07,201083.03,Revenue,Service,Retail,North,CUST10223,,Valid,Customer Transaction,Give by dog so.
TRX100353,2022-08-14,133774.72,Revenue,Subscription,Enterprise,South,CUST10181,,Valid,Customer Transaction,Individual want away foreign former study relationship prevent.
TRX100354,2023-07-16,157258.45,Revenue,Product,Online,North,CUST10052,,Valid,Customer Transaction,Son usually mission.
TRX100355,2022-01-28,125386.02,Revenue,Subscription,Retail,East,CUST10286,,Valid,Customer Transaction,Six pick teacher keep machine throughout we.
TRX100356,2022-06-29,56870.13,Revenue,Product,Online,East,CUST10235,,Valid,Customer Transaction,Local produce company lead outside new enough.
TRX100357,2022-11-21,157156.67,Revenue,Service,Online,West,CUST10174,,Valid,Customer Transaction,Provide response spring specific.
TRX100358,2023-06-01,-33587.8,Expense,Payroll,Online,North,,VEND1109,Valid,Vendor Transaction,Receive quality hundred either.
TRX100359,2023-12-29,190387.89,Revenue,Product,Enterprise,South,CUST10190,,Valid,Customer Transaction,Never them rule artist term.
TRX100360,2022-10-09,20147.85,Liability,Liability,Online,West,,,Review,Vendor Transaction,Something medical perform will between establish development.
TRX100361,2022-04-30,215041.68,Revenue,Service,Retail,East,CUST10203,,Valid,Customer Transaction,Hold next standard student available activity to prepare.
TRX100362,2022-11-24,-46499.18,Expense,Supplies,Enterprise,North,,VEND1100,Valid,Vendor Transaction,Poor woman serve course.
TRX100363,2022-08-17,183633.25,Revenue,Product,Online,East,CUST10213,,Valid,Customer Transaction,Quite country audience cell thing particularly everything.
TRX100364,2023-12-09,120041.37,Revenue,Product,Enterprise,East,CUST10344,,Valid,Customer Transaction,Sell person capital actually thousand.
TRX100365,2023-01-19,85339.67,Revenue,Product,Online,South,CUST10153,,Valid,Customer Transaction,Between gas less employee course institution.
TRX100366,2022-04-03,61982.51,Revenue,Service,Online,South,CUST10052,,Valid,Customer Transaction,Oil small heart stage nice.
TRX100367,2022-01-09,24250.16,Equity,Equity,Enterprise,East,,,Review,Vendor Transaction,Sound commercial hotel ground television travel.
TRX100368,2023-02-21,111459.44,Revenue,Subscription,Enterprise,North,CUST10115,,Valid,Customer Transaction,Particularly stage now ahead.
TRX100369,2023-01-20,188936.19,Revenue,Service,Retail,South,CUST10093,,Valid,Customer Transaction,Face candidate prove position.
TRX100370,2023-05-10,-24726.81,Expense,Other,Retail,North,,VEND1046,Valid,Vendor Transaction,Develop herself opportunity keep.
TRX100371,2022-07-29,-53775.27,Expense,Supplies,Online,South,,VEND1065,Valid,Vendor Transaction,Office interview suddenly study night.
TRX100372,2022-06-15,241772.8,Revenue,Product,Enterprise,West,CUST10042,,Valid,Customer Transaction,School listen detail herself seven reality.
TRX100373,2022-06-08,228962.86,Revenue,Service,Online,East,CUST10354,,Valid,Customer Transaction,Set system account particularly unit heavy.
TRX100374,2023-08-07,218907.56,Revenue,Product,Retail,South,CUST10334,,Valid,Customer Transaction,Especially dark energy indicate off.
TRX100375,2023-02-08,120449.86,Revenue,Subscription,Retail,West,CUST10146,,Valid,Customer Transaction,Third still energy forward.
TRX100376,2023-05-19,-40491.7,Expense,Rent,Enterprise,East,,VEND1055,Valid,Vendor Transaction,National American nothing against.
TRX100377,2023-01-14,123434.8,Revenue,Subscription,Retail,West,CUST10275,,Valid,Customer Transaction,Culture cover structure.
TRX100378,2022-10-10,201236.49,Revenue,Service,Enterprise,South,CUST10118,,Valid,Customer Transaction,None wind easy sort who.
TRX100379,2023-08-21,199134.12,Revenue,Product,Retail,South,CUST10344,,Valid,Customer Transaction,Loss give play animal most offer.
TRX100380,2023-02-14,130343.22,Revenue,Product,Online,East,CUST10067,,Valid,Customer Transaction,Fire thought whole tell former song find morning.
TRX100381,2022-04-27,196741.09,Revenue,Subscription,Online,West,CUST10192,,Valid,Customer Transaction,Doctor key film his involve.
TRX100382,2023-04-27,-31661.61,Expense,Supplies,Enterprise,North,,VEND1100,Valid,Vendor Transaction,Prevent care time.
TRX100383,2023-05-04,246717.42,Revenue,Service,Online,East,CUST10105,,Valid,Customer Transaction,Trip full central network.
TRX100384,2022-07-14,153918.3,Revenue,Subscription,Online,West,CUST10110,,Valid,Customer Transaction,Partner forget civil speak according.
TRX100385,2022-06-15,140489.9,Revenue,Service,Enterprise,East,CUST10197,,Valid,Customer Transaction,White relationship vote space population risk game rise.
TRX100386,2023-01-25,147189.33,Revenue,Service,Enterprise,North,CUST10102,,Valid,Customer Transaction,Economic middle life society field exactly scene situation.
TRX100387,2022-08-31,161963.34,Revenue,Service,Online,East,CUST10337,,Valid,Customer Transaction,Skin body read nature.
TRX100388,2023-06-20,-82568.09,Expense,Other,Retail,West,,VEND1041,Valid,Vendor Transaction,Live cell sport attorney organization fast by.
TRX100389,2022-04-02,-47310.14,Expense,Utilities,Retail,South,,VEND1004,Valid,Vendor Transaction,Tough face present into.
TRX100390,2022-08-23,153682.46,Revenue,Service,Online,North,CUST10164,,Valid,Customer Transaction,But let ball scene.
TRX100391,2022-11-13,-36777.08,Expense,Rent,Online,East,,VEND1019,Valid,Vendor Transaction,Less another through.
TRX100392,2023-02-26,-88873.44,Expense,Supplies,Enterprise,West,,VEND1062,Valid,Vendor Transaction,Activity market order.
TRX100393,2023-01-30,-41193.22,Expense,Supplies,Online,South,,VEND1060,Valid,Vendor Transaction,Base street alone wrong live.
TRX100394,2022-01-29,18429.78,Asset,Asset,Online,East,,,Review,Vendor Transaction,Human into great choose what least.
TRX100395,2022-05-30,64920.72,Revenue,Subscription,Enterprise,West,CUST10186,,Valid,Customer Transaction,Time few important attention case operation form.
TRX100396,2023-01-07,13813.79,Liability,Liability,Enterprise,West,,,Review,Vendor Transaction,Sister people main he director.
TRX100397,2023-11-14,148742.57,Revenue,Service,Online,West,CUST10104,,Valid,Customer Transaction,His modern some identify shoulder.
TRX100398,2022-01-11,160863.34,Revenue,Service,Retail,South,CUST10246,,Valid,Customer Transaction,Decision sing home indeed.
TRX100399,2023-09-04,224236.76,Revenue,Service,Online,East,CUST10166,,Valid,Customer Transaction,Recognize interest protect step.
TRX100400,2022-02-08,98502.1,Revenue,Service,Retail,South,CUST10355,,Valid,Customer Transaction,International indicate kid break.
TRX100401,2022-05-25,-79985.56,Expense,Other,Enterprise,North,,VEND1017,Valid,Vendor Transaction,Life day available total collection girl including.
TRX100402,2022-10-07,184753.17,Revenue,Product,Enterprise,East,CUST10322,,Valid,Customer Transaction,Specific civil happy five.
TRX100403,2022-08-02,186975.1,Revenue,Subscription,Retail,East,CUST10175,,Valid,Customer Transaction,Adult eight role gun.
TRX100404,2023-10-20,250882.26,Revenue,Product,Enterprise,East,CUST10312,,Valid,Customer Transaction,Start movement camera window like.
TRX100405,2022-04-16,-55551.76,Expense,Payroll,Enterprise,West,,VEND1106,Valid,Vendor Transaction,Support significant discuss.
TRX100406,2022-11-18,-51077.57,Expense,Payroll,Retail,West,,VEND1055,Valid,Vendor Transaction,Series individual Congress soldier protect teacher.
TRX100407,2023-05-06,194627.37,Revenue,Subscription,Enterprise,North,CUST10221,,Valid,Customer Transaction,Stand body become reason religious whether hour.
TRX100408,2023-09-30,254765.93,Revenue,Subscription,Retail,South,CUST10356,,Valid,Customer Transaction,Official room indeed factor season different song.
TRX100409,2022-08-29,-33536.81,Expense,Marketing,Retail,West,,VEND1036,Valid,Vendor Transaction,While skin three red ten daughter top once.
TRX100410,2023-07-28,156947.68,Revenue,Product,Enterprise,East,CUST10279,,Valid,Customer Transaction,Civil course various which front.
TRX100411,2023-05-11,-35942.02,Expense,Rent,Retail,West,,VEND1022,Valid,Vendor Transaction,Money same example certainly threat.
TRX100412,2023-12-16,-50475.62,Expense,Supplies,Retail,North,,VEND1000,Valid,Vendor Transaction,Site create approach third fear increase certain.
TRX100413,2022-04-26,172516.8,Revenue,Subscription,Online,East,CUST10230,,Valid,Customer Transaction,Receive several quickly.
TRX100414,2022-08-10,-21676.75,Expense,Payroll,Online,West,,VEND1057,Valid,Vendor Transaction,Site bag black trial concern.
TRX100415,2022-06-15,159919.85,Revenue,Product,Enterprise,South,CUST10135,,Valid,Customer Transaction,But personal less hope.
TRX100416,2023-09-17,64198.51,Revenue,Subscription,Enterprise,South,CUST10219,,Valid,Customer Transaction,Financial part out perhaps agree mind.
TRX100417,2023-03-10,-40532.94,Expense,Marketing,Online,West,,VEND1085,Valid,Vendor Transaction,Them president then.
TRX100418,2022-06-06,112306.01,Revenue,Service,Retail,North,CUST10338,,Valid,Customer Transaction,Now sell mission finally drug.
TRX100419,2023-03-07,101034.95,Revenue,Service,Enterprise,West,CUST10242,,Valid,Customer Transaction,Hair it them condition nearly nature such.
TRX100420,2022-07-30,10881.14,Asset,Asset,Online,North,,,Review,Vendor Transaction,Five want itself see who seek.
TRX100421,2023-03-20,13874.32,Equity,Equity,Online,South,,,Review,Vendor Transaction,Walk respond chair community every section fly.
TRX100422,2023-12-07,22705.08,Equity,Equity,Enterprise,South,,,Review,Vendor Transaction,Together son finish treatment.
TRX100423,2023-04-14,129521.52,Revenue,Product,Retail,North,CUST10220,,Valid,Customer Transaction,Direction western certainly floor practice able.
TRX100424,2023-04-23,183093.3,Revenue,Subscription,Enterprise,East,CUST10091,,Valid,Customer Transaction,Fill face natural student age fine executive.
TRX100425,2023-01-21,197576.11,Revenue,Service,Online,North,CUST10174,,Valid,Customer Transaction,Read industry front name.
TRX100426,2022-01-07,-2000,Expense,Utilities,Online,East,,VEND1014,Valid,Vendor Transaction,Executive glass challenge miss.
TRX100427,2022-12-26,108621.48,Revenue,Subscription,Online,South,CUST10168,,Valid,Customer Transaction,Order discussion wrong course past.
TRX100428,2022-05-02,22460.08,Liability,Liability,Retail,West,,,Review,Vendor Transaction,Certain step group stop billion start PM.
TRX100429,2022-05-16,-61814.83,Expense,Payroll,Enterprise,East,,VEND1111,Valid,Vendor Transaction,Floor enjoy central note.
TRX100430,2023-04-12,-24348.28,Expense,Marketing,Retail,North,,VEND1003,Valid,Vendor Transaction,Travel long act international late common within painting.
TRX100431,2023-05-25,-58955.59,Expense,Marketing,Retail,South,,VEND1001,Valid,Vendor Transaction,Miss worry big represent.
TRX100432,2022-03-12,-20242.53,Expense,Supplies,Online,East,,VEND1112,Valid,Vendor Transaction,Fine approach skin his.
TRX100433,2022-05-03,-50834.85,Expense,Payroll,Online,South,,VEND1038,Valid,Vendor Transaction,Field heart boy down.
TRX100434,2022-05-07,126254.82,Revenue,Subscription,Retail,South,CUST10078,,Valid,Customer Transaction,Staff consumer even college public.
TRX100435,2022-06-08,-46241.62,Expense,Supplies,Enterprise,West,,VEND1083,Valid,Vendor Transaction,Own finally morning west.
TRX100436,2022-09-26,-11000.56,Expense,Payroll,Enterprise,West,,VEND1013,Valid,Vendor Transaction,Member along feeling newspaper.
TRX100437,2023-08-29,119701.05,Revenue,Product,Enterprise,South,CUST10280,,Valid,Customer Transaction,Argue glass also real ability trial into increase.
TRX100438,2022-11-10,-2000,Expense,Payroll,Online,South,,VEND1000,Valid,Vendor Transaction,Fish seek sea religious.
TRX100439,2023-01-10,143865.95,Revenue,Service,Enterprise,North,CUST10111,,Valid,Customer Transaction,Sea make let.
TRX100440,2022-06-23,-40062.67,Expense,Utilities,Online,East,,VEND1018,Valid,Vendor Transaction,Cover ever spend.
TRX100441,2023-04-28,86229.35,Revenue,Product,Retail,West,CUST10150,,Valid,Customer Transaction,Ready audience paper director magazine because growth.
TRX100442,2022-02-24,16974.63,Asset,Asset,Retail,East,,,Review,Vendor Transaction,Energy knowledge stop light market easy recent.
TRX100443,2022-11-26,174841.09,Revenue,Subscription,Enterprise,South,CUST10361,,Valid,Customer Transaction,Game see relate make play shake realize also.
TRX100444,2023-09-15,168140.23,Revenue,Product,Online,West,CUST10308,,Valid,Customer Transaction,Fall pressure remember project him.
TRX100445,2023-04-09,152610.14,Revenue,Subscription,Online,South,CUST10161,,Valid,Customer Transaction,Front popular doctor citizen available station as trial.
TRX100446,2023-06-15,175346.21,Revenue,Product,Online,East,CUST10276,,Valid,Customer Transaction,Seat song for usually animal job best.
TRX100447,2022-01-13,242977.64,Revenue,Product,Online,North,CUST10215,,Valid,Customer Transaction,Base tell quality interview movement.
TRX100448,2022-12-17,-54267.57,Expense,Rent,Online,North,,VEND1031,Valid,Vendor Transaction,Admit rest which onto.
TRX100449,2023-04-25,-63251.35,Expense,Marketing,Enterprise,North,,VEND1112,Valid,Vendor Transaction,Along help gas let foreign.
TRX100450,2023-12-12,-23448.48,Expense,Utilities,Enterprise,East,,VEND1059,Valid,Vendor Transaction,Man reduce include unit star mind.
TRX100451,2023-02-21,-3684.81,Expense,Payroll,Retail,West,,VEND1106,Valid,Vendor Transaction,Tell wide painting rock.
TRX100452,2023-10-10,-62396.34,Expense,Utilities,Retail,West,,VEND1059,Valid,Vendor Transaction,Sound Democrat for effect program.
TRX100453,2023-02-10,21996.19,Liability,Liability,Online,East,,,Review,Vendor Transaction,Paper idea century realize performance outside.
TRX100454,2023-02-04,18147.53,Asset,Asset,Enterprise,West,,,Review,Vendor Transaction,Appear dream especially happen culture type customer.
TRX100455,2022-09-27,286205.44,Revenue,Service,Enterprise,East,CUST10140,,Valid,Customer Transaction,Southern leave treatment strategy weight religious focus.
TRX100456,2022-05-23,32281.48,Asset,Asset,Online,South,,,Review,Vendor Transaction,Option a hold nature thus control.
TRX100457,2023-12-13,189550.62,Revenue,Product,Retail,West,CUST10027,,Valid,Customer Transaction,Future stage it rate plant.
TRX100458,2022-10-23,131793.06,Revenue,Subscription,Retail,West,CUST10166,,Valid,Customer Transaction,Pick experience role remain.
TRX100459,2023-08-10,-31988.37,Expense,Marketing,Retail,North,,VEND1044,Valid,Vendor Transaction,Surface recognize big hit stop claim affect no.
TRX100460,2023-09-18,82262.1,Revenue,Product,Retail,South,CUST10066,,Valid,Customer Transaction,Society much current a success share these fight.
TRX100461,2022-03-09,147496.24,Revenue,Service,Retail,West,CUST10007,,Valid,Customer Transaction,Ability describe section suffer picture.
TRX100462,2023-06-13,207905,Revenue,Service,Enterprise,South,CUST10201,,Valid,Customer Transaction,Who economy maybe above economic.
TRX100463,2022-11-24,113786.33,Revenue,Product,Enterprise,East,CUST10254,,Valid,Customer Transaction,She this chair team itself.
TRX100464,2023-08-08,244973.53,Revenue,Subscription,Retail,West,CUST10066,,Valid,Customer Transaction,Situation treatment style similar.
TRX100465,2022-09-24,213835.37,Revenue,Subscription,Online,West,CUST10103,,Valid,Customer Transaction,Us early treatment ten mouth reflect recently there.
TRX100466,2023-05-16,127705.13,Revenue,Product,Enterprise,East,CUST10102,,Valid,Customer Transaction,Leg adult yard everyone.
TRX100467,2023-02-25,18987.21,Equity,Equity,Retail,East,,,Review,Vendor Transaction,Southern word throughout evening.
TRX100468,2023-05-04,138989.85,Revenue,Subscription,Retail,West,CUST10365,,Valid,Customer Transaction,Develop environmental husband across.
TRX100469,2022-03-05,-36218.61,Expense,Payroll,Enterprise,West,,VEND1062,Valid,Vendor Transaction,By finish those each listen.
TRX100470,2022-02-08,-39817.78,Expense,Supplies,Enterprise,North,,VEND1077,Valid,Vendor Transaction,Threat reduce white father generation.
TRX100471,2022-06-02,132970.08,Revenue,Subscription,Enterprise,East,CUST10047,,Valid,Customer Transaction,Great later let protect.
TRX100472,2022-06-04,62846.02,Revenue,Service,Online,East,CUST10064,,Valid,Customer Transaction,Evening stop occur card sport human.
TRX100473,2022-08-29,194888.67,Revenue,Product,Enterprise,East,CUST10371,,Valid,Customer Transaction,Lay tree themselves political.
TRX100474,2023-02-06,-63298.71,Expense,Rent,Enterprise,South,,VEND1019,Valid,Vendor Transaction,Way beautiful central international radio easy within.
TRX100475,2023-05-11,-43509.68,Expense,Marketing,Enterprise,North,,VEND1010,Valid,Vendor Transaction,Really sense speak total economic any provide.
TRX100476,2022-07-02,91252.88,Revenue,Service,Retail,South,CUST10357,,Valid,Customer Transaction,Decide various worry tax last.
TRX100477,2023-07-12,-46000.69,Expense,Rent,Online,North,,VEND1085,Valid,Vendor Transaction,Represent voice east I.
TRX100478,2023-02-19,132992.4,Revenue,Product,Enterprise,West,CUST10111,,Valid,Customer Transaction,Your base service.
TRX100479,2022-01-27,147402.41,Revenue,Subscription,Enterprise,East,CUST10158,,Valid,Customer Transaction,Authority sell everything.
TRX100480,2023-09-02,115783.79,Revenue,Service,Online,South,CUST10294,,Valid,Customer Transaction,Late customer miss wonder home.
TRX100481,2023-10-07,-71670.64,Expense,Utilities,Enterprise,North,,VEND1007,Valid,Vendor Transaction,Finish cut work assume.
TRX100482,2022-10-08,169659.79,Revenue,Service,Online,South,CUST10315,,Valid,Customer Transaction,Agreement group read cold wide.
TRX100483,2022-06-10,225436.69,Revenue,Subscription,Retail,South,CUST10200,,Valid,Customer Transaction,Center information check whatever.
TRX100484,2023-09-03,158650.19,Revenue,Subscription,Retail,North,CUST10154,,Valid,Customer Transaction,Most one network son red woman.
TRX100485,2022-08-14,-31567.38,Expense,Rent,Online,East,,VEND1097,Valid,Vendor Transaction,Along fall seat own safe hair.
TRX100486,2023-02-09,206983.44,Revenue,Subscription,Retail,East,CUST10253,,Valid,Customer Transaction,Campaign say actually manage leader.
TRX100487,2022-01-26,18696.18,Asset,Asset,Retail,West,,,Review,Vendor Transaction,Specific industry lead at wait yet.
TRX100488,2023-10-07,229725.38,Revenue,Service,Enterprise,West,CUST10068,,Valid,Customer Transaction,Glass arrive in heart.
TRX100489,2023-11-18,202828.33,Revenue,Subscription,Enterprise,South,CUST10297,,Valid,Customer Transaction,National fire myself professional course fire.
TRX100490,2023-07-15,-21504.9,Expense,Supplies,Retail,East,,VEND1065,Valid,Vendor Transaction,Stop model whether.
TRX100491,2022-02-07,-88250.7,Expense,Utilities,Enterprise,East,,VEND1118,Valid,Vendor Transaction,Walk those tonight agreement customer strong but.
TRX100492,2022-12-23,-29641.64,Expense,Rent,Enterprise,South,,VEND1082,Valid,Vendor Transaction,Newspaper public while second.
TRX100493,2022-04-28,138404.17,Revenue,Product,Retail,East,CUST10298,,Valid,Customer Transaction,Training production everything my month nature director family.
TRX100494,2022-02-03,-42687.17,Expense,Other,Online,North,,VEND1036,Valid,Vendor Transaction,Ground develop age treatment peace which consider.
TRX100495,2022-10-02,22992.49,Equity,Equity,Online,North,,,Review,Vendor Transaction,While meet always different thus.
TRX100496,2022-07-27,-45799.17,Expense,Rent,Enterprise,West,,VEND1086,Valid,Vendor Transaction,Certain cold past few.
TRX100497,2023-05-11,117505.74,Revenue,Product,Retail,North,CUST10314,,Valid,Customer Transaction,Always win bad story pull.
TRX100498,2023-08-29,-37821.25,Expense,Rent,Enterprise,West,,VEND1050,Valid,Vendor Transaction,Federal blood become past let future.
TRX100499,2022-09-01,-50338.21,Expense,Marketing,Online,East,,VEND1084,Valid,Vendor Transaction,Subject who alone life talk respond return eight.
TRX100500,2022-01-27,-72636.41,Expense,Utilities,Enterprise,East,,VEND1004,Valid,Vendor Transaction,Capital law get building question.
TRX100501,2023-11-23,19649.17,Liability,Liability,Online,South,,,Review,Vendor Transaction,Board kitchen ask can successful particularly.
TRX100502,2023-04-28,153857.76,Revenue,Subscription,Online,South,CUST10150,,Valid,Customer Transaction,Bag movie plant.
TRX100503,2022-08-05,165239.33,Revenue,Subscription,Enterprise,East,CUST10335,,Valid,Customer Transaction,Camera last tend certainly finish return song.
TRX100504,2022-05-24,173596.53,Revenue,Product,Online,East,CUST10208,,Valid,Customer Transaction,Third start three remain add particular.
TRX100505,2022-05-12,-41113.22,Expense,Rent,Online,North,,VEND1048,Valid,Vendor Transaction,Language since into my cost unit.
TRX100506,2022-01-24,157473.15,Revenue,Product,Enterprise,North,CUST10126,,Valid,Customer Transaction,Vote never during green.
TRX100507,2022-08-29,200410.07,Revenue,Subscription,Enterprise,South,CUST10044,,Valid,Customer Transaction,High little coach firm manage business.
TRX100508,2022-07-05,106402.19,Revenue,Service,Enterprise,East,CUST10325,,Valid,Customer Transaction,Ball political improve.
TRX100509,2023-01-10,189667.16,Revenue,Product,Online,North,CUST10089,,Valid,Customer Transaction,Republican day American area significant international must.
TRX100510,2023-07-14,68139.16,Revenue,Service,Enterprise,East,CUST10053,,Valid,Customer Transaction,Inside single true onto garden whatever.
TRX100511,2022-12-15,58423.98,Revenue,Service,Online,North,CUST10105,,Valid,Customer Transaction,Change model fine condition movement.
TRX100512,2022-05-23,-40171.82,Expense,Other,Online,West,,VEND1033,Valid,Vendor Transaction,Manage business month onto long.
TRX100513,2022-07-19,-2000,Expense,Utilities,Retail,West,,VEND1006,Valid,Vendor Transaction,Officer game many down music.
TRX100514,2023-05-26,308602.54,Revenue,Product,Enterprise,West,CUST10170,,Valid,Customer Transaction,Shoulder thus forget family laugh tough care.
TRX100515,2022-09-14,170760.18,Revenue,Product,Online,South,CUST10190,,Valid,Customer Transaction,Father decade protect appear.
TRX100516,2023-08-21,130659.05,Revenue,Service,Enterprise,South,CUST10219,,Valid,Customer Transaction,Prevent kitchen whole sort race big serve.
TRX100517,2023-08-25,170386.85,Revenue,Subscription,Online,West,CUST10105,,Valid,Customer Transaction,Everybody doctor star unit consumer section policy.
TRX100518,2023-05-13,168572.99,Revenue,Service,Online,East,CUST10255,,Valid,Customer Transaction,Apply many personal.
TRX100519,2023-05-13,30775.15,Asset,Asset,Enterprise,South,,,Review,Vendor Transaction,About check these at.
TRX100520,2023-11-28,-42650.92,Expense,Utilities,Online,North,,VEND1067,Valid,Vendor Transaction,Past similar nice away large.
TRX100521,2023-05-30,-79096.92,Expense,Utilities,Enterprise,East,,VEND1059,Valid,Vendor Transaction,Meet huge local soldier necessary politics born for.
TRX100522,2023-09-27,203546.86,Revenue,Subscription,Retail,North,CUST10043,,Valid,Customer Transaction,Us research site produce money.
TRX100523,2023-09-26,66909.43,Revenue,Subscription,Enterprise,South,CUST10212,,Valid,Customer Transaction,Impact food admit about.
TRX100524,2023-10-12,14298.04,Asset,Asset,Enterprise,East,,,Review,Vendor Transaction,Country appear line group.
TRX100525,2023-01-28,-39947.71,Expense,Supplies,Online,East,,VEND1062,Valid,Vendor Transaction,Everything foreign respond others red store purpose.
TRX100526,2022-10-07,179689.2,Revenue,Product,Online,East,CUST10043,,Valid,Customer Transaction,Culture way kid old take would.
TRX100527,2023-05-17,21186.85,Equity,Equity,Enterprise,East,,,Review,Vendor Transaction,Real at may allow.
TRX100528,2022-09-28,-20941.9,Expense,Payroll,Enterprise,South,,VEND1102,Valid,Vendor Transaction,Hair rather peace million born it serious perform.
TRX100529,2023-11-01,-24898.92,Expense,Rent,Retail,North,,VEND1031,Valid,Vendor Transaction,Tree watch guess age section purpose.
TRX100530,2022-01-21,177260.34,Revenue,Service,Online,North,CUST10325,,Valid,Customer Transaction,South south think worker century degree.
TRX100531,2022-10-31,-19974.44,Expense,Other,Enterprise,North,,VEND1047,Valid,Vendor Transaction,Board song option suggest water.
TRX100532,2023-10-12,247608.02,Revenue,Subscription,Online,East,CUST10173,,Valid,Customer Transaction,Glass forget bar turn yet fact wish fight.
TRX100533,2023-07-11,14535.73,Asset,Asset,Retail,South,,,Review,Vendor Transaction,For wonder research official century.
TRX100534,2023-02-19,-20079.91,Expense,Other,Retail,South,,VEND1035,Valid,Vendor Transaction,Nature across anything generation better treat themselves.
TRX100535,2023-10-20,-68178.93,Expense,Utilities,Online,South,,VEND1117,Valid,Vendor Transaction,Add family fish garden against various best.
TRX100536,2022-09-06,203054.23,Revenue,Product,Enterprise,West,CUST10083,,Valid,Customer Transaction,Particularly take scientist send quickly trouble standard.
TRX100537,2022-06-30,202881.81,Revenue,Product,Enterprise,South,CUST10071,,Valid,Customer Transaction,Pass suffer education after raise.
TRX100538,2023-08-21,-28421.07,Expense,Utilities,Retail,East,,VEND1067,Valid,Vendor Transaction,Forward fact wide case range.
TRX100539,2022-01-08,-23030.86,Expense,Utilities,Enterprise,South,,VEND1115,Valid,Vendor Transaction,End media indeed respond easy nation.
TRX100540,2022-09-06,25773.81,Asset,Asset,Enterprise,South,,,Review,Vendor Transaction,Best blood give you.
TRX100541,2022-11-13,-62518.53,Expense,Supplies,Retail,East,,VEND1074,Valid,Vendor Transaction,Degree pressure bill by important.
TRX100542,2022-01-29,84235.62,Revenue,Service,Retail,South,CUST10237,,Valid,Customer Transaction,Marriage meet least matter.
TRX100543,2022-07-06,195756.79,Revenue,Service,Enterprise,North,CUST10348,,Valid,Customer Transaction,Quite fact bad animal team.
TRX100544,2023-05-15,103284.49,Revenue,Service,Retail,West,CUST10074,,Valid,Customer Transaction,Ground similar house ago know lawyer image scene.
TRX100545,2023-04-29,-62959.55,Expense,Rent,Retail,South,,VEND1086,Valid,Vendor Transaction,Model law off check outside total.
TRX100546,2022-02-20,176097.78,Revenue,Product,Retail,East,CUST10048,,Valid,Customer Transaction,Free include sit pressure enjoy various blood few.
TRX100547,2023-10-11,-48133.44,Expense,Supplies,Online,East,,VEND1100,Valid,Vendor Transaction,Southern sing seat something likely people executive.
TRX100548,2023-04-07,92885.45,Revenue,Subscription,Enterprise,East,CUST10159,,Valid,Customer Transaction,Pm along my tax though worker process fight.
TRX100549,2022-01-13,193208.76,Revenue,Service,Online,East,CUST10304,,Valid,Customer Transaction,Particular check person special may author little.
TRX100550,2022-11-19,-60014.15,Expense,Marketing,Retail,East,,VEND1108,Valid,Vendor Transaction,Development modern learn determine argue Democrat.
TRX100551,2022-09-26,163273.94,Revenue,Service,Enterprise,South,CUST10289,,Valid,Customer Transaction,According record dream action.
TRX100552,2023-05-16,-54392.03,Expense,Marketing,Enterprise,South,,VEND1099,Valid,Vendor Transaction,Until since direction step suggest expert girl.
TRX100553,2022-04-01,-55514.04,Expense,Utilities,Retail,West,,VEND1117,Valid,Vendor Transaction,Into respond cup him.
TRX100554,2023-12-24,260322.3,Revenue,Service,Retail,North,CUST10079,,Valid,Customer Transaction,Strong throughout factor.
TRX100555,2022-09-02,-38714.18,Expense,Supplies,Enterprise,South,,VEND1005,Valid,Vendor Transaction,Sea drive appear nor what media raise summer.
TRX100556,2022-08-09,156773.94,Revenue,Subscription,Online,East,CUST10051,,Valid,Customer Transaction,Institution why lay.
TRX100557,2023-11-17,11353.44,Asset,Asset,Retail,South,,,Review,Vendor Transaction,Into power social article laugh act.
TRX100558,2022-03-21,187706.79,Revenue,Subscription,Enterprise,East,CUST10008,,Valid,Customer Transaction,Artist professor stand coach too child image.
TRX100559,2023-05-13,-44623.39,Expense,Rent,Enterprise,North,,VEND1029,Valid,Vendor Transaction,There wear big buy design.
TRX100560,2022-03-28,162595.19,Revenue,Subscription,Enterprise,East,CUST10035,,Valid,Customer Transaction,Letter campaign usually plan.
TRX100561,2022-04-30,-68023.59,Expense,Marketing,Enterprise,North,,VEND1018,Valid,Vendor Transaction,Part soldier among.
TRX100562,2023-03-10,-61359.02,Expense,Supplies,Enterprise,South,,VEND1112,Valid,Vendor Transaction,Push half attention on party.
TRX100563,2022-11-20,181854.55,Revenue,Subscription,Online,North,CUST10045,,Valid,Customer Transaction,Hundred animal debate garden anything that.
TRX100564,2023-08-19,124661.87,Revenue,Product,Enterprise,East,CUST10083,,Valid,Customer Transaction,Floor school full money could view realize.
TRX100565,2022-04-05,-21949.52,Expense,Rent,Online,South,,VEND1037,Valid,Vendor Transaction,Area heavy challenge want three able control.
TRX100566,2023-03-22,50836.39,Revenue,Service,Enterprise,North,CUST10234,,Valid,Customer Transaction,Energy others something step hundred own TV.
TRX100567,2022-03-17,-50608.29,Expense,Marketing,Enterprise,North,,VEND1044,Valid,Vendor Transaction,Although all no entire wall.
TRX100568,2022-03-04,-14860.32,Expense,Marketing,Online,South,,VEND1119,Valid,Vendor Transaction,Impact point human wall record.
